S.No,Contract No.,Reg. No.,Asset Id.,State,Location,Category,Brand,Model,Year,Start Price,Bidders Count,Sale Price,Yard Entry Date,Posted Date,Auction Start Date,Auction Start Time,Auction End Date,Auction End Time,Status
1427,RJUDBNTW00713,RJ03DS0397,AP/201028/0081,RAJASTHAN,BANSWARA,TWO WHEELER,TVS MOTORS,TVS APACHE RTR 160 4V FI ABS,2019,50000,2,65000,15-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:44:00,SOLD OUT
1428,RJUDBNTW00080,RJ03BS9543,AP/201028/0080,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,42000,2,42500,15-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:44:00,SOLD OUT
1429,RJUDBNTW00326,RJ03CS6358,AP/201028/0079,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,38000,4,44000,15-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:42:00,SOLD OUT
1430,RJUDBNTW01157,RJ03HS3634,AP/201028/0078,RAJASTHAN,BANSWARA,TWO WHEELER,TVS MOTORS,TVS XL SUPER,2020,18000,2,35000,15-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:38:00,SOLD OUT
1431,RJUDBNTW00161,RJ03CS1648,AP/201028/0077,RAJASTHAN,BANSWARA,TWO WHEELER,TVS MOTORS,TVS XL 100 HEAVY DUTY,2019,12000,4,35000,16-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:36:00,SOLD OUT
1432,RJUDBNTW00592,RJ03DS0697,AP/201028/0076,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,PASSION PRO,2019,44000,1,44500,11-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:34:00,SOLD OUT
1433,RJUDBNTW00649,RJ03DS0404,AP/201028/0075,RAJASTHAN,BANSWARA,TWO WHEELER,TVS MOTORS,TVS VICTOR,2019,18000,2,18500,15-08-2020,28-10-2020 00:00:00,19-12-2020,08:00:00,23-12-2020,20:51:00,POSTED FOR SALE
1434,RJUDBNTW00700,RJ03CS6471,AP/201028/0074,RAJASTHAN,UDAIPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,40000,3,43000,16-08-2020,28-10-2020 00:00:00,19-12-2020,08:00:00,23-12-2020,16:00:00,SOLD OUT
1435,RJUDBNTW00817,RJ03DS0371,AP/201028/0073,RAJASTHAN,BANSWARA,TWO WHEELER,TVS MOTORS,TVS APACHE RTR 160 4V FI ABS,2019,50000,8,63500,15-08-2020,28-10-2020 00:00:00,19-12-2020,08:00:00,23-12-2020,15:59:00,SOLD OUT
1436,RJUDBNTW00392,RJ03CS8194,AP/201028/0072,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,38000,4,46000,16-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:26:00,SOLD OUT
1437,RJUDBNTW00498,RJ03DS0849,AP/201028/0071,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,42000,3,48500,24-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:24:00,SOLD OUT
1438,RJUDBNTW00554,RJ03DS0186,AP/201028/0070,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,38000,3,41000,24-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:22:00,SOLD OUT
1439,RJUDBNTW00645,RJ03CS6161,AP/201028/0069,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,X-TREAM-DISC SELF,2019,55000,1,55500,27-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:20:00,SOLD OUT
1440,RJUDBNTW00846,RJ03DS3624,AP/201028/0068,RAJASTHAN,BANSWARA,TWO WHEELER,TVS MOTORS,TVS APACHE RTR 160 4V FI ABS,2019,55000,3,64500,25-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:18:00,SOLD OUT
1441,RJUDBNTW00842,RJ03CS9422,AP/201028/0067,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,SPLENDOR I SMART,2019,33000,1,33500,23-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:16:00,SOLD OUT
1442,RJUDBNTW01034,RJ03HS1414,AP/201028/0066,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,XPULSE 200T,2020,50000,1,50500,25-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:14:00,SOLD OUT
1443,RJUDBNTW01035,RJ03HS1308,AP/201028/0065,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,PASSION PRO,2020,28000,1,28500,25-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,19:07:00,SOLD OUT
1444,RJUDBNTW00060,RJ03AS8110,AP/201028/0064,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,38000,2,41000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:10:00,SOLD OUT
1445,RJUDBNTW00211,RJ03CS3579,AP/201028/0063,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,38000,3,43500,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:08:00,SOLD OUT
1446,RJUDBNTW00298,RJ03CS3516,AP/201028/0062,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,45000,2,46000,31-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:06:00,SOLD OUT
1447,RJUDBNTW00301,RJ03CS3604,AP/201028/0061,RAJASTHAN,BANSWARA,TWO WHEELER,TVS MOTORS,TVS RADEON,2019,30000,2,37500,19-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:04:00,SOLD OUT
1448,RJUDBNTW00461,RJ03DS0283,AP/201028/0060,RAJASTHAN,BANSWARA,TWO WHEELER,TVS MOTORS,TVS JUPITER GRANDE DRUM,2019,38000,2,42500,20-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:02:00,SOLD OUT
1449,RJUDBNTW00555,RJ03DS3502,AP/201028/0059,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,44000,2,51500,19-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:00:00,SOLD OUT
1450,RJUDBNTW00545,RJ03DS0215,AP/201028/0058,RAJASTHAN,BANSWARA,TWO WHEELER,TVS MOTORS,TVS RADEON,2019,30000,2,38000,19-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,14:58:00,SOLD OUT
1451,RJUDBNTW00597,RJ03DS0701,AP/201028/0057,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,PASSION PRO,2019,33000,1,34000,20-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,14:56:00,SOLD OUT
1452,RJUDBNTW00680,RJ03DS0408,AP/201028/0056,RAJASTHAN,BANSWARA,TWO WHEELER,TVS MOTORS,TVS RADEON,2019,26000,2,35500,20-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,14:54:00,SOLD OUT
1453,RJUDBNTW00761,RJ03DS6404,AP/201028/0055,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2019,33000,1,34000,18-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,14:52:00,SOLD OUT
1454,RJNJKTTW00305,RJ20SX5723,AP/201028/0054,RAJASTHAN,KOTA,TWO WHEELER,HERO MOTOR CORP,CD DELUXE,2013,11000,1,11500,23-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,19:10:00,SOLD OUT
1455,RJJPTKTW01807,RJ25SU2593,AP/201028/0053,RAJASTHAN,CHAUTH KA BARWARA,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,38000,2,40000,13-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,14:48:00,SOLD OUT
1456,RJJPSHTW02368,RJ52SB8755,AP/201028/0052,RAJASTHAN,JAIPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR I SMART,2016,8000,2,8500,03-09-2020,28-10-2020 00:00:00,19-12-2020,08:00:00,23-12-2020,20:45:00,POSTED FOR SALE
1457,RJNJBPTW02345,RJ05GS9597,AP/201028/0051,RAJASTHAN,BHARATPUR,TWO WHEELER,HMSI,Honda CD110,2019,30000,1,30000,01-09-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,17:19:00,SOLD OUT
1458,RJNJBPTW00335,RJ05SU8246,AP/201028/0050,RAJASTHAN,BHARATPUR,TWO WHEELER,HERO MOTOR CORP,PASSION PRO,2015,16000,1,16500,17-07-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,19:14:00,SOLD OUT
1459,RJNJBPTW01936,RJ05ES2190,AP/201028/0049,RAJASTHAN,WEIR,TWO WHEELER,HMSI,HONDA SHINE,2018,32000,1,32000,25-07-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,17:22:00,SOLD OUT
1460,RJNJBPTW02203,RJ05GS3990,AP/201028/0048,RAJASTHAN,BHARATPUR,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2019,18000,2,18500,20-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,21:50:00,SOLD OUT
1461,RJNJBPTW02575,RJ05HS9827,AP/201028/0047,RAJASTHAN,BAYANA,TWO WHEELER,HMSI,Honda CD110,2019,25000,2,25500,20-08-2020,28-10-2020 00:00:00,19-12-2020,08:00:00,23-12-2020,15:39:00,SOLD OUT
1462,RJNJBPTW02482,RJ05GS7482,AP/201028/0046,RAJASTHAN,BAYANA,TWO WHEELER,HMSI,Honda CD110,2019,30000,1,30000,03-09-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,17:24:00,SOLD OUT
1463,RJBKSGTW03138,RJ13FS2622,AP/201028/0044,RAJASTHAN,GANGANAGAR,TWO WHEELER,HMSI,Honda CD110,2019,30000,2,36000,24-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,14:30:00,SOLD OUT
1464,RJBKSGTW03226,RJ13GS1896,AP/201028/0043,RAJASTHAN,PADAMPUR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,35000,3,39000,20-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,14:28:00,SOLD OUT
1465,RJBKSGTW02825,RJ13ES4422,AP/201028/0042,RAJASTHAN,GANGANAGAR,TWO WHEELER,HMSI,HONDA SHINE,2019,35000,1,37000,03-09-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,14:26:00,SOLD OUT
1466,RJJDPLTW02031,RJ22QS6574,AP/201028/0041,RAJASTHAN,MARWAR JN.,TWO WHEELER,HERO MOTOR CORP,Super Splander,2019,35000,1,35500,03-09-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,14:24:00,SOLD OUT
1467,RJJDJDTW00494,RJ19FS9958,AP/201028/0040,RAJASTHAN,JODHPUR,TWO WHEELER,HMSI,HONDA ACTIVA,2012,13000,4,17000,21-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,17:26:00,SOLD OUT
1468,RJJDJDTW00807,RJ19GS0458,AP/201028/0039,RAJASTHAN,JODHPUR,TWO WHEELER,HMSI,HONDA SHINE,2013,10000,1,13000,26-02-2018,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,14:20:00,SOLD OUT
1469,RJJDJDTW04497,RJ19BK3086,AP/201028/0038,RAJASTHAN,JODHPUR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2018,34000,4,38500,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,14:16:00,SOLD OUT
1470,RJJDJDTW08509,RJ19BZ2851,AP/201028/0037,RAJASTHAN,JODHPUR,TWO WHEELER,HMSI,Honda CD110,2020,30000,3,33000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,14:14:00,SOLD OUT
1471,RJJDJDTW06174,RJ19BT5522,AP/201028/0036,RAJASTHAN,JODHPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,46000,2,46500,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,14:12:00,SOLD OUT
1472,RJJDJDTW05325,RJ19BP7282,AP/201028/0035,RAJASTHAN,JODHPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2018,40000,3,41500,31-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,14:10:00,SOLD OUT
1473,RJJDJDTW05884,RJ19BR5594,AP/201028/0034,RAJASTHAN,JODHPUR,TWO WHEELER,HERO MOTOR CORP,Maestro Edge,2018,26000,2,29500,31-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,17:06:00,SOLD OUT
1474,RJJDJDTW06827,RJ19BV3276,AP/201028/0033,RAJASTHAN,JODHPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,45000,3,47000,31-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,14:06:00,SOLD OUT
1475,RJJDJDTW06300,RJ19BT9071,AP/201028/0032,RAJASTHAN,JODHPUR,TWO WHEELER,HERO MOTOR CORP,Maestro Edge,2019,31000,1,32000,21-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,17:18:00,SOLD OUT
1476,RJJDJDTW05412,RJ19BQ2668,AP/201028/0031,RAJASTHAN,JODHPUR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2018,36000,4,42000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,14:02:00,SOLD OUT
1477,RJJDJDTW05857,RJ19BQ9151,AP/201028/0030,RAJASTHAN,JODHPUR,TWO WHEELER,HERO MOTOR CORP,Super Splander,2018,32000,5,40000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,14:00:00,SOLD OUT
1478,RJJDJDTW07134,RJ19BW3328,AP/201028/0029,RAJASTHAN,JODHPUR,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2019,48000,2,50000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,13:58:00,SOLD OUT
1479,RJJDJDTW07365,RJ19BW6608,AP/201028/0028,RAJASTHAN,JODHPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,45000,3,49000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,13:56:00,SOLD OUT
1480,RJJDJDTW07432,RJ19BW8177,AP/201028/0027,RAJASTHAN,JODHPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,45000,3,47000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,13:54:00,SOLD OUT
1481,RJJDJDTW06754,RJ19BV2320,AP/201028/0026,RAJASTHAN,JODHPUR,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2019,40000,5,43000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,13:52:00,SOLD OUT
1482,RJJDJDTW08492,RJ19BZ1834,AP/201028/0025,RAJASTHAN,JODHPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2020,47000,4,54000,27-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,13:50:00,SOLD OUT
1483,RJJDJDTW07453,RJ19BW9776,AP/201028/0024,RAJASTHAN,JODHPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,41000,5,47500,24-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,13:48:00,SOLD OUT
1484,RJJDJDTW05483,RJ19BQ0979,AP/201028/0023,RAJASTHAN,JODHPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2018,38000,4,41500,03-09-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,13:46:00,SOLD OUT
1485,RJJDJDTW07126,RJ19BV7822,AP/201028/0022,RAJASTHAN,JODHPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,42000,6,47500,03-09-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,13:44:00,SOLD OUT
1486,RJBKRWTW00140,RJ31SR5061,AP/201028/0021,RAJASTHAN,HANUMANGARH,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2020,47500,3,51000,30-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,13:42:00,SOLD OUT
1487,RJBKHMTW02383,RJ31SP3494,AP/201028/0020,RAJASTHAN,HANUMANGARH,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2018,33000,1,33500,27-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,17:36:00,SOLD OUT
1488,RJBKHMTW02494,RJ31SP5847,AP/201028/0019,RAJASTHAN,HANUMANGARH,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2018,32000,4,35000,27-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,13:38:00,SOLD OUT
1489,RJBKHMTW03134,RJ31SR1156,AP/201028/0018,RAJASTHAN,HANUMANGARH,TWO WHEELER,HMSI,Honda CD110,2019,26000,2,29500,27-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,13:36:00,SOLD OUT
1490,RJBKHMTW03168,RJ31SR2551,AP/201028/0017,RAJASTHAN,HANUMANGARH,TWO WHEELER,HMSI,LIVO (CBF110G),2019,32000,1,32000,27-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,17:38:00,SOLD OUT
1491,RJBKHMTW03215,RJ31SR4484,AP/201028/0016,RAJASTHAN,HANUMANGARH,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2020,38000,5,45000,03-09-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,13:32:00,SOLD OUT
1492,RJBKHMTW03082,RJ31SR1411,AP/201028/0015,RAJASTHAN,HANUMANGARH,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,35000,4,39000,03-09-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,13:30:00,SOLD OUT
1493,RJBKHMTW02739,RJ31SQ3517,AP/201028/0014,RAJASTHAN,HANUMANGARH,TWO WHEELER,HMSI,Honda CD110,2019,28000,2,31500,28-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,13:28:00,SOLD OUT
1494,RJBKHMTW02691,RJ31SQ1488,AP/201028/0013,RAJASTHAN,HANUMANGARH,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,34000,4,37500,29-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,13:26:00,SOLD OUT
1495,RJBKHMTW03097,RJ31SQ9477,AP/201028/0012,RAJASTHAN,HANUMANGARH,TWO WHEELER,HMSI,Honda CD110,2019,23000,3,26500,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,13:22:00,SOLD OUT
1496,RJBKHMTW02829,RJ31SQ5008,AP/201028/0011,RAJASTHAN,HANUMANGARH,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,38000,3,41500,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,13:20:00,SOLD OUT
1497,RJBKHMTW03078,RJ31SR1131,AP/201028/0010,RAJASTHAN,HANUMANGARH,TWO WHEELER,HMSI,Dream CD 110 Drum,2019,12000,3,14000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,17:40:00,SOLD OUT
1498,RJBKHMTW03088,RJ31SR1766,AP/201028/0009,RAJASTHAN,HANUMANGARH,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,37000,5,38500,21-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,16:48:00,SOLD OUT
1499,RJBKBKTW02685,RJ07SR1408,AP/201028/0008,RAJASTHAN,BIKANER,TWO WHEELER,HMSI,HONDA ACTIVA,2014,10000,1,10000,31-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,17:41:00,SOLD OUT
1500,RJBKBKTW04903,XX00XX0000,AP/201028/0006,RAJASTHAN,BIKANER,TWO WHEELER,HMSI,HONDA ACTIVA,2015,5000,1,5000,03-09-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,16:16:00,SOLD OUT
1501,RJBKBKTW07127,RJ07AS4196,AP/201028/0005,RAJASTHAN,BIKANER,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2017,28000,1,28500,31-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,17:42:00,SOLD OUT
1502,RJBKBKTW03934,XX00XX0000,AP/201028/0004,RAJASTHAN,BIKANER,TWO WHEELER,HMSI,HONDA ACTIVA,2015,5000,1,5000,30-10-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,16:14:00,SOLD OUT
1503,RJJPKTTW00301,RJ20SU2214,AP/201028/0003,RAJASTHAN,KOTA,TWO WHEELER,HERO MOTOR CORP,CBZ XTREME (SS),2012,7000,1,7500,29-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,19:18:00,SOLD OUT
1504,RJNJKTTW03032,RJ20BS8440,AP/201028/0002,RAJASTHAN,KOTA,TWO WHEELER,HERO MOTOR CORP,DREAM YUGA KICK DRUM ALLOY,2014,12000,1,12500,28-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,19:20:00,SOLD OUT
1505,RJNJKTTW03315,RJ28SM6390,AP/201028/0001,RAJASTHAN,BARAN,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2015,18000,1,18000,31-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,13:00:00,SOLD OUT
1506,RJJUCRTW00351,RJ10SM8966,AP/201026/0033,RAJASTHAN,CHURU,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,41140,0,0,01-10-2020,26-10-2020 00:00:00,27-10-2020,08:00:00,29-10-2020,17:00:00,SELLER CANCELLED
1507,RJBKSGTW02864,RJ13DS8857,AP/201026/0032,RAJASTHAN,SRIGAGANAGAR,TWO WHEELER,HMSI,HONDA SHINE DRUM,2019,50000,0,0,01-10-2020,26-10-2020 00:00:00,27-10-2020,08:00:00,29-10-2020,17:00:00,SELLER CANCELLED
1508,RJJPTNTW06455,RJ14JV7304,AP/201121/0148,RAJASTHAN,DAUSA,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,42000,1,43100,27-07-2020,21-11-2020 00:00:00,19-12-2020,08:00:00,23-12-2020,18:01:00,POSTED FOR SALE
1509,RJJUNTTW02064,RJ23MS6650,AP/201121/0146,RAJASTHAN,SIKAR,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2019,41000,2,42000,15-09-2020,21-11-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,21:36:00,SOLD OUT
1510,RJJUNTTW02432,RJ23NS5672,AP/201121/0145,RAJASTHAN,SIKAR,TWO WHEELER,HMSI,HONDA HORNET 160,2020,55000,1,55500,15-09-2020,21-11-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,21:34:00,SOLD OUT
1511,RJJUNTTW01987,RJ23KS1869,AP/201121/0144,RAJASTHAN,SIKAR,TWO WHEELER,HMSI,Honda CD110,2019,23000,6,29500,06-09-2020,21-11-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,20:58:00,SOLD OUT
1512,RJJUSKTW04392,RJ23KS8842,AP/201121/0142,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,44000,1,44000,07-09-2020,21-11-2020 00:00:00,19-12-2020,08:00:00,23-12-2020,17:25:00,SOLD OUT
1513,RJJUSKTW04637,RJ23KS8522,AP/201121/0141,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,35000,4,38000,16-08-2020,21-11-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,20:52:00,SOLD OUT
1514,RJJUSKTW04735,RJ23LS1346,AP/201121/0140,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,PASSION PRO,2019,38000,2,39000,09-09-2020,21-11-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,20:50:00,SOLD OUT
1515,RJJUSKTW04609,RJ23KS7396,AP/201121/0139,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,40000,2,41500,18-08-2020,21-11-2020 00:00:00,19-12-2020,08:00:00,23-12-2020,17:21:00,SOLD OUT
1516,RJJUSKTW04497,RJ23KS5734,AP/201121/0138,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,33000,3,39500,26-08-2020,21-11-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,20:46:00,SOLD OUT
1517,RJJUSKTW04461,RJ23KS4560,AP/201121/0137,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,40000,5,43000,21-07-2020,21-11-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,20:44:00,SOLD OUT
1518,RJJUSKTW04288,RJ23KS0497,AP/201121/0136,RAJASTHAN,SRIMADHOPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,41000,1,42000,27-08-2020,21-11-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,20:42:00,SOLD OUT
1519,RJJUSKTW04594,RJ23KS7322,AP/201121/0135,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,41000,3,42000,16-08-2020,21-11-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,20:40:00,SOLD OUT
1520,RJJUSKTW05412,RJ18FS2792,AP/201121/0134,RAJASTHAN,NAWALGARH,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,44000,2,47500,13-09-2020,21-11-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,20:26:00,SOLD OUT
1521,RJUDRSTW00524,RJ30SU0109,AP/201121/0133,RAJASTHAN,RAJSAMAND,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,35000,2,36500,11-09-2020,21-11-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,20:24:00,SOLD OUT
1522,RJUDRSTW00575,RJ30SU0858,AP/201121/0132,RAJASTHAN,RAAJSAMAND,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,42000,2,43500,29-08-2020,21-11-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,20:20:00,SOLD OUT
